J3KQE5	Q6PKD4
P14625	Q8IVW1
P31946	Q96FC9
O00421	P16619
P07738	P09972
O15041	O43157
A0A087WVV1	J3QQM1
A0A024R7U6	B4DYT1
B4DMA2	Q5CAQ5
B4DMA2	Q5CAQ4
P06576	P35998
Q15047	Q99549
B4DM48	Q96CW1
P11021	P22681
Q15047	Q99496
A0A024R7U6	B4DXX4
J3QQV0	Q59EF0
P53350	Q15398
J3QQV0	Q59EK0
O14617	Q96JC1
Q8WXA9	Q9Y2W1
P53350	Q15058
Q13188	Q13362
H0YKU5	H3BTM8
J3QQV0	Q59G20
Q15788	Q9P2Y4
P06731	P16581
A0A087WVV1	J3QLH6
A0A024R7U6	B4DUQ9
N0E644	P19784
H0YKU5	H3BNT7
A3KFL1	D6RIY6
O75712	Q9UKL4
P14678	Q8WUQ7
B1AK87	C9JUG7
B4DJX9	B7ZBM8
P04626	P06241
Q15047	Q8WUB8
A0A024R7U6	B4DVK5
P16104	Q9NXL9
J3QLW7	P06493
H7BZG6	O95782
B4DJX9	B7Z2V7
B4DJX9	B7Z360
P25490	Q01201
O00463	Q9BZR9
O00762	Q9NPD8
Q13123	Q15029
B4DJX9	B7Z3F4
A0A024R7U6	B4DQ39
A8K923	B4DSD7
B4DJX9	B7Z425
P24752	Q68CZ1
A0A024R7U6	B4DSV5
B4DM48	Q96PC3
B4DJX9	B7Z5E4
P48380	Q8IZX4
B4DJX9	B7Z5D4
J3KQ69	Q59F49
B4DJX9	B7Z5N7
A0A024R7U6	B4DS46
P56945	Q9BRG2
B3KNW1	Q7Z677
A0A087WUL2	P17980
O75604	P14373
A0A024R7U6	B4DRF6
K7EL71	Q9Y3E7
O00463	Q9BWF2
C9J0E9	H7C3P9
C9J0E9	H7C3T0
B4DJX9	B7Z738
B4DJX9	B7Z7G7
P54652	Q9NQI0
P54652	Q9NR50
A0A024R7U6	B4DLA6
B2RDN4	Q9GZL7
B4DHT9	Q96GW1
P36402	Q13761
O00291	Q13352
A3KFL1	D6RA17
B4DHT9	Q96HX7
A0A024R7U6	B4E092
P17980	P84243
G3V2M8	P61266
P07900	P54652
A0A0B4J2E5	Q3KRB0
B2R860	O60256
P0CG48	P82094
H0YCQ8	P51665
B4DEV8	H0YJC0
B4DEV8	H0YJC4
J3QLA6	Q16537
B4DEV8	H0YJS8
P25490	Q03112
C9J8M6	J3KQ69
Q13503	Q86TJ2
P19438	P78527
Q96AJ9	Q9NZ43
H0YN18	R4GNH3
B4DEV8	H0YLC2
B4DEV8	H0YLS6
B4DEV8	H0YKT8
B4DEV8	H0YKS0
B4DEV8	H0YL69
O75530	P18405
Q96BA8	Q9NR55
A0A087WUL9	D6RFN0
O60231	Q96DF8
H7C5Q9	Q8TF05
C9K087	Q6ZMK4
B4DW30	E7ETR0
D6RHZ5	Q96EE3
Q7L2J0	Q96MH2
F8WCF6	Q9BXV5
P11021	P25054
Q58FF3	Q86U12
Q58FF3	Q86SX1
O00744	P0CG48
A0A087WUL9	D6RD63
P40763	Q6PD62
O60890	Q13371
O00311	O60671
Q59HA3	Q5JYX0
P46940	P62834
P26232	P49757
Q14494	Q9ULX9
O75019	P29016
O75019	P29017
P05455	Q15046
B2R6J2	Q6PEW6
B4DEV8	H0YMA1
B4E0X6	V9HW24
B4DEV8	H0YMI6
B4DEV8	H0YN18
B4DEV8	H0YMV3
B4DEV8	H0YMZ1
P0C1H6	Q7Z2G1
B4E3U3	O15400
B4E3U3	O15498
A0A087WUL9	D6RAX7
P11021	P25963
O00311	O60884
B7Z1Q4	P53680
P53350	Q16531
P02751	P20273
P61586	Q96CV9
B4DXJ6	M0QZ21
P14625	Q8N9Z3
H0YJS0	Q16864
P53350	Q16659
A0A1W2PQS1	Q99460
O75863	Q15370
P02751	P20138
B4DE70	U3KPT7
A0AR27	Q7Z338
H7C1L6	P62877
P78509	Q13501
P00748	P04264
E7EVZ2	Q9H4N8
O95782	P08247
Q58FF3	Q86YB8
B4DE32	P12956
Q9ULL4	Q9Y4D7
P07900	P55039
P07900	P55061
P02751	P20916
P63261	Q99962
O75712	Q9Y6H8
Q2Q1W2	Q9UKV8
O43318	P06748
Q96AJ9	Q9P253
O75530	P19338
A0A0J9YWZ2	B4DE78
P51610	Q13105
B4DXJ6	M0R0N4
P35453	P84022
P00533	Q9H9A6
B7Z6L9	E9PNA6
E9PJN4	Q3KR50
Q13188	Q16537
B4DXJ6	M0R1S0
O60880	P0CG48
P0CG48	P81877
P00533	Q9H7C9
Q8WYQ5	Q9BXP5
B7Z6L9	E9PMC5
B3KUE2	Q6P5Z4
B7Z2Z8	P17987
O60858	O95786
B7Z6L9	E9PM12
P31946	Q96SB4
P49736	Q8WYH8
P00533	Q9H6Q3
P51610	Q13547
P49736	Q8WVB6
B4E3U3	C9JAF7
O14656	Q5JTV8
P49736	Q99880
P49736	Q99877
P49736	Q99879
B0YIW6	E9PP73
O14662	P53618
B0YIW6	E9PP63
B4DEW9	Q9Y6E3
P49736	Q99525
P14625	Q8N2K1
Q96F86	Q9Y2L1
P14625	Q8N3P4
B4E1U9	E7EWC2
B2R6J2	Q6NUR7
P10809	Q96FC9
B3KQ51	P78318
Q7Z569	Q9Y4X5
O43741	Q99683
B0YIW6	E9PKQ1
A0A0J9YWZ2	B4DMT8
P14314	Q92526
P0C2W1	Q9UKI8
A0A0J9YWZ2	B4DJB0
P21810	P51884
A0A0J9YWZ2	B4DJF2
B3KRB7	C9JN51
Q92570	Q9UKL0
H7C3C7	P56962
E9PN50	J3KN29
I3L3T1	Q9H4N8
B7Z502	Q03169
C9JCK5	P49720
C9JCK5	P49721
A0A0J9YWZ2	B4DHC4
P31946	Q99471
P31946	Q99460
O15350	Q9Y2X0
O75943	P09884
H0YJC0	Q5U0A0
H7BZX6	Q9P253
A0A087WVV1	Q53FT8
P31946	Q99759
E9PLG2	J3KRP2
P31946	Q99683
Q04726	Q96RK0
A0A087WVV1	Q53GF5
Q96DC9	Q9UK80
A0A087WVV1	Q53HB3
C9JGT8	X6R390
A0A0A0MRR5	G3V170
G3V4X1	J3KN29
O14617	Q99726
P15923	Q92804
O60500	P0CG48
Q9UK22	Q9UNE7
P06241	Q9BYB0
Q6DKI1	Q9UHA3
E9PAV3	Q9H8H0
O43765	P31946
Q4G0Z9	Q7L590
D6RAX7	Q59EL2
D6RAX7	Q59F65
G3V4X1	J3KRP2
I3L2Q0	Q96G25
Q6DKI1	Q9UNX3
Q04726	Q96HZ4
B3KSC2	Q92696
D6RAX7	Q59GH5
B4DSX3	I3L4Z6
Q05BX4	Q13041
O14617	Q8WUH2
O14672	P08473
P47804	P51671
Q00005	Q8TF05
P56704	Q12959
D6RAX7	Q59G89
A0A1W2PRR1	B1AL69
A0A0G2JQT9	F6SFB5
E9PMD8	Q96IV0
O75791	P07333
Q05CW6	Q53HB3
Q6PJT4	Q9NW91
A8KAQ7	Q9UJX3
A8KAQ7	Q9UJX2
E9PAV3	Q9H307
Q9Y6Q9	Q9Y6X2
Q6NXT6	Q9UBS9
O60238	P10415
P04626	P08575
P49662	Q99607
Q86U70	Q8TE12
P02538	P13647
P09619	P35590
Q86U70	Q8TAP4
O43364	Q8IZM8
A0A0J9YWZ2	B4DY04
Q9NXL9-4	Q9UJA3
B3KP47	R4GMU7
B7Z3Y4	B7Z4W4
P51610	Q14494
Q5VZL5	Q9NZI6
Q14690	Q96GQ7
Q13188	Q15172
Q13188	Q15173
E9PLG2	J3KN29
Q13188	Q15208
B3KRB7	C9JCG6
Q8IX28	R4GMM2
H7C531	Q9UNS2
O14746	P06576
P49335	Q9H161
P51610	Q14192
A8KAQ7	I3L394
B4DSX3	Q9UES0
J3KQ69	Q4ZG57
P31947	P63261
B4DSX3	Q9UEU0
P0C869	P61421
Q8N9N5	Q9P0T4
P15172	X6REB3
Q13188	Q15678
B3KRB7	C9JH59
B4DH37	O95721
P31947	P63010
P18564	Q08722
Q6PJT4	Q9NST9
A8K1J3	F5H065
B4DE78	Q04917
O14776	Q96AE4
K7EL71	P53990
E9PCA1	Q5SZX6
E9PCA1	Q5SZX9
Q14690	Q99848
O00422	Q8IYB3
P51610	Q16254
E9PCA1	Q5SZW8
O00487	Q8IZH2
P07437	Q12834
B1AK87	B4DE01
Q7Z4I7	Q9H422
P11021	P27348
Q13077	Q8TB45
O14818	Q14164
A8K1J3	F5H2G5
Q53G15	Q8N254
P20585	Q13401
Q6ZPA8	Q7Z3R8
A0A1W2PRC2	P61266
A8K521	B2R7C5
Q15788	Q9ULJ6
Q15788	Q9UM63
Q8IYS5	Q95604
P50553	Q9H2A3
P51610	Q16576
P20585	Q13670
O00487	Q8IU60
P0C1H6	P33778
Q96DC9	Q9Y4K3
A0AR27	P32856
P47897	P49588
Q14527	Q99626
Q13823	Q14137
B4DS46	Q9NXL9
F8W0A2	H3BNS4
F8W0A2	H3BNF0
A0A024RAE6	E9PKH9
O43541	O95947
A0A0G2JS17	G3V3X7
P83916	Q13263
P12757	Q7LFL8
A0A024RAE6	E9PM17
A0A0G2JS17	G3V4P7
B7Z3Y4	B7ZA74
A0A024RAE6	E9PMP2
Q6ZNA4	Q9NYG5
A0A0G2JS17	G3V5J6
Q00005	Q96KB5
P08754	P21731
A8K521	B2RBA6
O15360	P06241
P83916	Q13185
Q02363	Q08999
P28066	Q00987
Q9NYG5	Q9P2P5
P08246	P11215
K7EM20	Q8TEW0
K7EM20	Q8TEW8
Q8NFD5	Q92922
B7Z6D5	F8VRX4
E9PQ35	F5GZI8
A0A024RAE6	E9PQW5
Q96GM5	Q9P2D1
O75396	Q13277
P19174	Q03135
P36406	Q9NS91
Q8NFD5	Q92993
B4E0X6	E9PKD5
P62879	Q6MZT1
Q96GM5	Q9P086
B7Z1Q4	P56377
E9PM69	Q6IB71
Q86U70	Q96A47
Q8IYS5	Q8TD07
P04626	P09769
P49720	Q13098
P41182	Q9UMN6
F8W0A2	H3BQR2
P41182	Q9UKV0
A6NN92	P17302
E9PQ35	F5GWF6
P41182	Q9ULU4
P10809	P40227
B3KV41	Q9BWF4
A8K781	Q75L23
P14416	P30542
P41182	Q9UK96
O95817	Q92843
P41182	Q9UL17
P54725	Q7L5N1
A0A0S2Z5I6	A1L159
E9PQ35	F5GZ03
H3BR18	Q59G13
A0A0D9SFW6	X5D7S1
F8W0A2	H3BRE1
Q6PI98	Q9HCS7
J9R021	Q86UM1
P41182	Q9UH73
O43521	P61981
P31946	Q8WW43
E9PQ35	F5H676
O00459	P49407
E9PQ35	F5H726
G3V3T8	P38606
O14744	Q15910
Q6PJT4	Q9P2Q2
Q14137	Q6RFH5
Q15788	Q9UKD1
O15164	P15407
B3KV41	P49736
Q5SZX9	Q99832
Q12983	Q16548
C9JLS9	Q59GS3
B7Z360	F8W9Z6
O15350	P51532
O14718	P10523
A0A0G2JRF9	A6NH01
P10276	Q01094
B2RBR9	C9JYI4
A0A0A0MTN0	Q15369
Q12983	Q16611
P33076	Q96RK1
O00459	Q9BXL7
E9PQ35	F5H282
P40306	Q95604
C9JLS9	Q59EG8
H0YK95	X6R390
B7Z5S9	Q92572
Q06265	R4GMQ7
P11161	Q13506
E9PN50	J3KRP2
E9PQ35	F5H136
B2RBR9	C9JWD9
Q06265	R4GNH9
B7ZB02	Q53FW2
O43815	Q99608
Q04726	Q8WTR7
P17275	P63165
A0A0G2JQT9	P61966
F5GZI3	Q2F831
Q04726	Q99504
Q04726	Q99502
A0A1W2PRR1	Q8N9Z3
H0YJC0	Q5VWC4
B7Z8Z6	Q6ZMK4
Q99814	Q9H944
J3KSB0	Q7L7W2
P10276	Q00577
P51532	Q13516
O14746	P08238
P51532	Q13547
Q13618	Q8TBC4
Q96GM5	Q9NZI6
P24385	Q13562
O75022	P09326
A0A0A6YYL6	Q02543
B2RBR9	O15131
P16333	Q13905
P05107	Q96AC1
P56945	Q9H792
P10276	Q00839
Q14494	Q9Y5Q3
P08247	P37840
E9PJN4	Q3MHB9
G3V2J8	Q7L3B6
P08246	P10144
P51532	Q13263
F1T0J9	O43679
K7EQ16	Q5VWC4
Q7RTX7	Q8NEC5
P51532	Q13422
P32245	Q96G30
P25490	Q06587
P14625	Q8NEV1
B4E0X6	E9PMD8
B4E0X6	E9PM69
A8K2A8	J3KQE5
P35680	Q04741
O00499	Q7Z3B4
B0AZS6	B5BU24
B4E0X6	E9PN50
H0YJ08	Q6PK37
B4DXJ6	M0QYZ2
Q14494	Q9Y4A8
O75182	P29375
A1E282	G3V1A4
A3KFL2	Q5RKV6
A9QM74	B4DS32
B2R6J2	Q6PKD3
P16234	P37173
P20823	Q9UBS8
B2R6J2	Q6PJT4
O60684	Q6P1J9
B3KUD7	Q4G0Z9
B2RBR9	C9J352
A9QM74	B4DUC5
P02538	P15924
P16234	P37023
Q96IV0	R4GNH3
Q15022	Q86U86
P10244	Q9UKS7
P62195	Q6IB71
Q70E73	Q99963
Q70E73	Q99962
E9PMD8	Q99460
I3L0K7	Q9BV61
Q96G23	Q9BW60
A0A1W2PR48	P15923
A0A0S2Z618	G3XAN3
Q05BX4	Q16186
P04085	P08123
P0CG48	P82933
P0CG48	P82912
P0CG48	P82970
B4DE32	P13010
Q13454	Q9BVK2
O95171	Q38SD2
Q96GM5	Q9NVC6
P12694	Q59G68
A0A0C4DFP4	J3KRP2
P10809	Q99832
A9QM74	B4DM31
A9QM74	B4DM67
Q8WVV9	Q9GZX7
B7Z8H0	Q8N257
P33778	P84243
O00499	P31947
O00499	P31946
P28070	Q07866
O95071	P35998
A4D210	J9R021
Q96GM5	Q9NPJ6
P12956	P84243
O15033	P0CG48
P0CG48	P82673
A9QM74	B4DPS6
B2RBR9	C9J4U1
B4DS32	Q5TFJ7
Q8TF46	Q9H6R4
I3L3A0	Q8TB37
P24385	Q14566
Q8N5H7	Q9NQ75
P31749	Q86YN6
B3KW85	B4DWK2
Q04206	Q8IUH4
Q04206	Q8IUH5
B4DS32	Q5TD90
P33076	Q99966
P33076	Q99967
C9JDM8	E9PPY7
B1AMU7	Q5RKV6
O14777	P63279
P06241	Q9HBG7
Q14764	Q99536
C9JE40	Q96F86
P15976	P49639
P54132	Q9BVC3
P22681	Q96J02
P62942	Q13526
P31946	P42574
O15164	P18848
C9J7B7	P61201
O15530	Q9H307
O14625	Q07325
A0A0S2Z5Y6	Q9BZX2
Q00005	Q99640
A0A0D9SEH5	B0AZT9
F8W9Z6	Q13277
Q00005	Q99741
O43521	P63104
Q9BZR9	Q9C040
Q9BZR9	Q9C026
P25490	Q07666
P02751	P24821
B4DW52	B4E112
E9PLG2	J3QQM1
A0A024RAE6	A0A0J9YXZ5
P51532	Q14765
P14625	Q93034
Q05BQ5	Q13330
B4DDF7	G3V2U3
O00541	Q9NZM5
Q6PK37	Q86U03
E9PF84	G5E9Q7
Q6PK37	Q86U41
P0CG47	P60510
E9PM90	Q8NEZ2
C9J9C1	Q14738
B7Z4I3	F8W050
Q05BQ5	Q13185
F5H5V4	P43686
E9PLG2	J3QLH6
Q05BQ5	Q13127
F8W9Z6	Q13190
P15923	Q8TAK6
Q05BQ5	Q13263
Q15759	Q8IWW6
Q6PK37	Q86V28
B7Z8N7	F8W050
A0A087WY71	H0YEG0
P62081	Q86VP6
P23443	Q92519
A0A087WVV1	Q59F72
O00541	Q9NVU7
P42224	Q460N5
E5RHT3	H7C3C7
Q2YS46	Q8TB37
Q13618	Q8WZ19
A8K2M8	Q14511
O14920	Q9NRD5
F8W9Z6	Q12846
B7ZAR1	P17987
P84022	Q02078
A0A1W2PQS1	P43686
A0A087WVV1	Q59GN1
P31947	P68400
P25788	Q6MZI6
O00590	O95665
A8K3X7	H0YA09
Q05BQ5	Q13547
Q5CAQ5	Q6FG59
E7ERH2	Q969H0
O60543	P62987
E7EQR4	P15311
P0CG47	P60709
P19174	Q05586
P11161	Q15742
A0A087WY71	H0YJ08
C9J9C1	Q15172
C9J9C1	Q15173
B4DGW3	Q53GB3
P55786	Q13200
O43617	P0DI81
A0A087WY71	H0YK94
A0A087WY71	H0YK95
A0A087WY71	H0YL95
Q53HJ4	Q6ZMK4
O00541	Q9NU22
A0A087WVV1	Q59GS3
B3KW85	B4DG32
A8K7M6	Q6P5Z4
I3L4Z6	X5D7S1
P31483	P45985
P23443	Q92831
P19174	Q05996
O14920	Q9NZJ5
P0C860	Q9NPF5
P54709	Q86Y82
O15350	P53779
G3V4X1	J3QLH6
H0Y561	R4GNH3
P33981	Q13257
O75322	Q86SX1
G3V4X1	J3QSE0
G3V4X1	J3QSA9
G3V4X1	J3QRW1
O15400	P60880
O75322	Q86U12
C9JDM8	E9PRV8
A8K6V0	F5H365
P83731	Q92901
B7Z5D9	Q99598
G3V4X1	J3QQM1
F5GWF6	Q2TU64
A0A087WY71	H0YDE9
P36896	Q00534
G3V4X1	J3QRR3
Q13077	Q96GX9
A0A1B0GW76	Q12846
P10276	Q03989
P21580	P50591
B4E069	P49356
O15400	P61764
K7EJP1	P36542
B4DFL3	Q96DE8
F5GYQ1	Q13488
Q13077	Q96EP0
Q12933	Q6ZNK6
P54652	Q9UHC1
C9K087	P25205
P54652	Q9UI10
A0A0U1RQL1	A8K4W7
E9PP73	P48444
E7EX29	Q8TEW0
P07437	Q13885
E7EX29	Q8TEW8
P31930	Q15526
P33981	Q12834
P15153	Q00534
O60811	P0CG48
A8K794	Q8N257
O15400	P61266
P13796	P15311
A0A0K0K1I8	E9PNU4
P47804	P55774
P47804	P55773
P14625	Q92696
P14625	Q92673
Q14568	Q9Y230
P31946	P43686
P06213	P56539
O00499	P33993
P35398	Q9Y5V3
G3V2P7	H0Y981
P14625	Q92526
P14625	Q92575
P20908	P27658
A0A1B0GW76	Q13277
B2R7M1	K7EN36
H0YEG0	H0YN38
B2R7M1	K7ENA1
B2R7M1	K7ELZ6
A0A1B0GW76	Q13190
H0YEG0	H0YLI7
B2R7M1	K7EM24
H0YEG0	H0YLX6
A8K6M4	B0AZT9
B7ZBM8	X5D7S1
O75396	Q16623
B2R7M1	K7EPG4
P21580	Q9Y3P4
Q16181	Q9NQY0
Q5T160	Q6PI48
F8VQQ8	H0YBX6
F8VQQ8	H0YBP9
B2R7M1	K7ERA6
B2R7M1	K7ERA0
P35222	Q04206
Q14511	Q14738
C9J9C1	Q13362
O43521	P62258
O15350	P54098
P51532	Q15475
P30260	Q2M2R1
P19174	Q07666
P51532	Q15532
H0YEG0	H0YJI3
P84022	Q01860
C9J9C1	H7C5Q9
P35222	Q03431
P49720	Q14164
G9K388	P61981
B4DHC4	P31946
B4DHC4	P31947
O00422	Q8N2W9
Q13568	Q7Z434
P10914	P17947
P06241	Q9H1R2
P41182	Q9Y618
Q00005	Q8WVK7
A0A087WZN1	Q53GF8
P06454	Q13547
B0AZS6	H0YB80
P06241	Q9H5I1
O14662	P56962
Q05DF2	Q15459
P19387	Q9BWH6
P16104	Q9ULG1
F8W9Z6	H7C3C7
H0YCY9	Q9UBJ2
P14314	Q969P5
H7C531	P51665
Q15334	Q9Y697
F8WBQ1	Q53HE0
P42345	P49841
P16104	Q9UJA3
P56704	Q16827
Q59EF0	Q8NB89
Q9BUN5	Q9NPJ1
Q96AJ9	Q9UEU0
P19387	Q9BTT4
A8K1J3	Q9NQ35
H3BP15	Q96NA8
P10914	P17096
P54259	Q9P2R6
P19387	Q9BSR4
B3KRB7	B4E184
H3BP15	Q96NX8
Q13131	Q9Y3Q8
P19440	P36268
O14939	P19174
P35558	Q16822
P31995	Q12933
A0A075B6S4	P01782
A0A075B6S4	P01780
A0A075B6S4	P01768
A0A075B6S4	P01772
A0A075B6S4	P01764
A0A075B6S4	P01766
A0A075B6S4	P01767
A0A075B6S4	P01762
A0A075B6S4	P01763
C9JNH8	F5H256
O00422	Q8NF64
C9J8M6	Q53HJ4
P0DMM9	P50226
P0DMM9	P50225
P16885	Q9GZY6
Q16695	Q5QNW6
B4E349	D6RBL4
A1L0W4	Q86SX1
C9J8M6	Q53FG5
B2RCN8	Q5JTV1
I3L0K7	Q9H6X9
P0CG47	P62258
O95471	P0CG48
P60370	Q9BYR5
P60370	Q9BYR7
P60370	Q9BYQ4
P60370	Q9BYQ2
P0CG47	P62263
H0Y995	Q96A65
P62258	Q9BUB5
P62258	Q9BV40
A7MCY6	O15111
P62258	Q9BVA1
O75419	Q53HJ4
O15400	P62879
Q05BQ5	Q15014
P0CG47	P62081
H3BQJ1	Q13488
H0YC26	P63098
E9PM69	Q6MZI6
P57740	P61313
P62942	Q15413
O15105	O95630
O14578	P0CG48
P0CG47	P62633
O15105	O95625
P46100	Q02880
H0Y8V7	Q53GB2
C9JNH8	F5GXT0
O60271	Q7RTP8
P0CG47	P62753
O60271	Q7RTQ0
O60271	Q7RTQ2
O60271	Q7RTQ1
O60271	Q7RTQ8
O60271	Q7RTQ7
O60271	Q7RTQ9
O60271	Q7RTQ4
C9JNH8	F5H742
H0YI19	Q9H9Y4
P40879	P50443
P35222	Q05586
Q05CW6	Q59EG8
B2RBR9	B4DII5
O00429	Q5S007
G3V5R9	Q9UPT6
A0A0J9YWE8	Q04917
Q05CW6	Q59GS3
E7EQ34	O14662
E7EQ34	O14653
P0CG47	P62829
P0CG47	P62826
O00487	Q8N9M2
P0CG47	P62873
P0CG47	P62879
P0CG47	P62913
A0A087WU65	B3KTA5
Q14511	Q15797
O14718	P15153
Q14686	Q96RS0
A7MCY6	O14920
K7ENE3	Q96H20
Q14686	Q96PK6
A0A087X0B7	A0A0C4DGE4
P69891	P69905
P49711	Q86T24
A0A087X0B7	A0A0C4DFZ1
O95817	Q96IS6
Q15526	Q96KJ9
B7Z5S9	Q96CW1
P33981	Q15058
P69891	P69892
A0A087WUL2	Q6IB71
P29508	P48594
P10244	Q9Y5B6
B4DEZ8	B4DI74
P25788	Q71DI3
J7M2B1	P35241
Q14511	Q15172
Q8NER1	Q9Y5S1
O43143	Q8IX01
H0YIV0	I3L0K7
O60248	O96004
J3QLW7	Q5H9N4
P52701	Q53FK0
B4DZG8	H0YA24
P20618	Q07866
Q13077	Q8WWW0
A8MZ54	F8W9Z6
P06744	P35998
A0A0G2JM58	E7EU96
B4DXX4	Q4G0Z9
O14967	P0CG48
P29084	Q5U623
H0YIV0	I3L239
Q8WVB6	Q9BX63
H0YDE9	P61966
P14625	Q8TCJ2
P06454	Q14103
P06454	Q14145
B4DEZ8	B4DSD7
Q8WVB6	Q9BVC3
P14625	Q8TAG9
B4DMT8	R4GN62
P52701	Q53GS1
P14625	Q8TBA7
P15923	Q96RJ6
O95817	Q96BE0
P62745	Q00987
G3V2P7	H0YBS5
P26583	P35222
G3V2P7	H0YBE9
P14678	Q9BY77
H0YL69	Q5U0A0
O75317	P0CG48
B2RBR9	B4DWX3
P14625	Q8TF05
O95067	P33552
Q8NFD5	Q96GM5
O00499	P35998
Q15813	Q9NQP4
P51843	Q13285
P62195	Q6MZI6
H0Y995	Q8TAR2
Q15059	Q92600
B4DND6	H0YKU5
P0C860	Q9NXR8
G3V3X7	Q59FN8
F8W9Z6	Q16623
P51843	Q13127
B4DRY7	E9PS41
P00441	P0CG48
P18847	Q14765
E9PLG2	Q53HB3
P0C860	Q9NVP2
P51843	Q13263
B3KUD7	J3KQ69
E9PLG2	Q53GF5
Q15788	Q9Y692
Q15788	Q9Y6K9
Q3T8J9	Q96ST3
Q15788	Q9Y6X2
P00533	Q9NP31
A0A0D9SET9	H0Y5Q7
Q05BX4	V9HW24
P26641	Q05639
B3KV41	Q9H4N9
O75179	Q9HC29
Q96G23	Q9H5J4
B4DND6	H0YM03
P35869	Q14765
P62324	Q9UIV1
P10276	Q05086
P0CG47	P61421
O00155	O60674
E7EQ34	O15400
P62195	Q6N069
P51812	P84243
P25116	P84022
E7EQ34	O15498
P0CG47	P61254
P0CG47	P61201
P40425	Q9Y2N7
B4DND6	H0YGV8
P0CG47	P61758
O15400	P63027
E9PF58	Q9H7Z5
P61247	Q9Y4K3
B0QZ36	O75529
O14920	Q9P1Z2
P40425	Q9Y603
P0CG47	P61803
B7Z8H0	Q93079
B7Z2Z8	Q6IBT3
H3BNE1	X5D7S1
E9PN50	J3QSA9
O75386	Q5QJE6
E9PN50	J3QSE0
E9PN50	J3QRW1
B4DXN3	O43633
Q8TEX9	Q9Y294
O00567	P84098
E9PN50	J3QRR3
O43683	O75474
E9PN50	J3QQM1
P0CG47	P61981
P0CG47	P61978
Q05BQ5	Q14839
Q6PJT4	Q9UJZ2
F8VXU5	Q53FR4
A0A0B4J207	A6NMS2
Q6PJT4	Q9UJZ8
Q6PJT4	Q9UJZ7
Q6PJT4	Q9UJZ6
Q08881	Q86WV1
Q6PJT4	Q9UK20
Q6PJT4	Q9UJU1
P83916	Q16695
G3V4X1	Q53GF5
E9PLG2	J3QRR3
E9PLG2	J3QRW1
Q14511	Q16537
O00487	Q8N2W9
A8K2S7	Q5W0S4
A8K2S7	Q5W0S5
E9PMD8	P43686
C9J9C1	Q16537
A5PHJ9	Q59G68
E9PLG2	J3QSE0
B3KWQ3	F8VS81
P00352	P35228
P62324	Q9UFF9
E9PLG2	J3QSA9
E9PN50	J3QLH6
P11309	Q13501
Q01201	Q9Y6G5
P25789	Q96RR4
G3V4X1	Q53HB3
O15530	Q9HD42
Q5BKZ1	Q99496
B7Z8Z6	P25205
B3KWQ3	F8W1Q9
Q12929	Q6UXY1
Q13127	Q9UKB1
P00533	Q9P0L0
O75419	Q53FG5
P00533	Q9P104
O15117	Q15080
O60583	Q9UIS9
P18847	Q14192
Q15788	Q9Y3R0
Q01201	Q9Y265
Q15788	Q9Y5B6
A8K0Z3	Q9UPT5
E7EVZ2	F5GZI3
P10276	Q04917
O15550	Q04724
Q04206	Q8IXJ6
B7Z1Q4	P59780
P15173	P35232
P22681	Q99933
P83731	Q8TDN6
P15813	Q14954
P15813	Q14953
P15813	Q14943
P02765	P62877
E9PQR7	Q99816
O95166	Q13501
P42680	Q03113
O94804	P08575
P54652	Q9Y265
P10276	Q08345
Q53G15	Q8TDD1
O43680	P61968
P02511	Q13873
P78406	Q00526
Q99814	Q9P086
P20823	P52655
O75293	Q00526
F5GYQ1	Q16864
P46782	Q6NVV1
H3BU13	H3BUW1
P02511	Q13547
B2R6N0	O95325
Q6ISS4	Q95604
P05107	P42331
Q0VAS5	Q5TEC6
P10809	P46108
H0YMZ1	P35998
Q15796	Q16665
P10809	P46087
F5H0U6	P35249
B5ME19	Q05BS0
O14933	O15205
Q4ZG57	Q9BWF4
F5H0U6	P35250
Q04206	Q8N7R0
J3QLT0	Q53FV3
B4DH65	Q16187
E9PAV3	Q9P086
I3L2N2	I3L2W9
A2IDB2	E9PD24
A8K070	Q9UNM6
A8K070	Q9UNM7
Q04206	Q8N6T7
A8K070	Q9UNS2
B7Z5V2	B7Z9R6
B4DS46	Q9UJA3
A0A1W2PRR1	Q96GW1
H0YCQ8	O00303
P42566	Q9NV70
A0A1B0GW76	Q16623
J3QLT0	Q53HJ0
A0A1W2PRR1	Q96HX7
P55209	Q01105
O14965	O95067
A2IDB2	E9PG15
A5YPB6	F8WF02
Q5VVQ6	Q92890
A0A0G2JQM1	F5H459
O15524	P00533
Q04206	Q8N344
Q96G23	Q9HB03
Q8N5Z5	Q8TBB1
Q04206	Q8N2W9
Q96G23	Q9HA82
P15923	Q99460
P31749	P32121
P15923	Q99497
Q07666	Q13158
P63167	Q9HAU6
Q07666	Q13185
P58876	Q6DN03
Q04206	Q8N108
B7Z5E4	O15400
A0A087WX59	Q99460
P26367	Q12959
B7Z8H0	Q96A08
P34931	Q99615
I3L2N2	Q9UG07
G3V295	P62195
G3V295	P62191
Q6PI98	Q9NRG0
P05107	P42768
Q6VEQ5	Q9UPT5
B7ZLB1	Q8N4C7
Q07666	Q13588
Q13200	R4GNH3
H0YL95	H7BZG6
A7VJS0	Q8IWP8
B7Z8H0	Q96B14
